0.4621	g1_t16_c35_s128	16	35	128	0.5503/0.3740
0.4621	g2_t16_c35_s160	16	35	160	0.5503/0.3740
0.4681	g3_t16_c40_s128	16	40	128	0.5574/0.3787
0.4681	g4_t16_c40_s160	16	40	160	0.5574/0.3787
0.4614	g5_t18_c35_s128	18	35	128	0.5557/0.3671
0.4614	g6_t18_c35_s160	18	35	160	0.5557/0.3671
0.4598	g7_t18_c40_s128	18	40	128	0.5469/0.3726
0.4598	g8_t18_c40_s160	18	40	160	0.5469/0.3726
